street,ward,district,city,size,property_legal_document,bed_rooms,toilets,floors,price,house_type
Bình Đông,14,8,Hồ Chí Minh,48.0,1,3,2,2,4.55,3
Miếu Bình Đông,Bình Hưng Hoà A,Bình Tân,Hồ Chí Minh,64.0,1,6,5,3,6.9,1
Thích Quảng Đức,5,Phú Nhuận,Hồ Chí Minh,45.5998,1,5,4,4,9.5,3
Quốc Lộ 1,Thạnh Xuân,12,Hồ Chí Minh,86.0,1,1,1,1,5.2,3
Tân Thới Nhất 6,Tân Thới Nhất,12,Hồ Chí Minh,119.0,1,6,7,3,12.39,1
Lộ Ngang,Giao Long,Châu Thành,Bến Tre,200.0,1,3,4,4,5.2,1
Tôn Đản,8,4,Hồ Chí Minh,31.0,1,1,2,2,3.75,3
Ven Sông,Nhơn Mỹ,Chợ Mới,An Giang,75.0,4,2,1,4,0.25,4
Hiệp Thành 13,Hiệp Thành,12,Hồ Chí Minh,12.8,4,1,1,1,0.59,3
Tân Thới Nhất 1,Tân Thới Nhất,12,Hồ Chí Minh,95.0,1,4,4,2,6.3,3
Chu Văn An,12,Bình Thạnh,Hồ Chí Minh,31.0,1,2,2,2,4.75,3
Âu Dương Lân,3,8,Hồ Chí Minh,27.5,1,3,3,4,1.78,3
Quách Điêu,Vĩnh Lộc A,Bình Chánh,Hồ Chí Minh,56.0,4,1,2,1,1.18,3
Thống Nhất,15,Gò Vấp,Hồ Chí Minh,23.0,1,1,1,2,2.38,3
Thạnh Lộc 41,Thạnh Lộc,12,Hồ Chí Minh,29.0,4,2,2,2,1.29,3
Tân Hóa,1,11,Hồ Chí Minh,126.0,1,11,5,3,15.0,3
Tân Kỳ Tân Quý,Bình Hưng Hoà A,Bình Tân,Hồ Chí Minh,60.0,1,3,2,2,4.0,1
Chiến Lược,Bình Trị Đông,Bình Tân,Hồ Chí Minh,68.0,1,4,5,4,7.2,3
Nguyễn Tri Phương,4,10,Hồ Chí Minh,52.0,1,4,5,4,7.95,3
Huỳnh Văn Bánh,13,Phú Nhuận,Hồ Chí Minh,80.0,1,4,3,4,12.5,3
Phan Đăng Lưu,An Ngãi,Long Điền,Bà Rịa - Vũng Tàu,120.0,1,3,3,4,4.2,1
Phan Văn Trị,5,Gò Vấp,Hồ Chí Minh,68.0,1,5,6,4,4.87,3
Tân Thới Nhất 25,Tân Thới Nhất,12,Hồ Chí Minh,68.0,1,4,4,3,8.5,1
Phú Thọ,1,11,Hồ Chí Minh,49.0,1,4,5,3,6.7,3
Phan Đăng Lưu,3,Bình Thạnh,Hồ Chí Minh,85.0,1,11,7,6,15.0,3
Kinh Dương Vương,An Lạc,Bình Tân,Hồ Chí Minh,200.0,1,2,2,2,19.0,1
Thành Thái,12,10,Hồ Chí Minh,73.0,1,1,2,1,10.5,3
Nguyễn Trọng Tuyển,8,Phú Nhuận,Hồ Chí Minh,30.0,1,4,4,3,6.3,3
Nguyễn Đình Khơi,4,Tân Bình,Hồ Chí Minh,24.0,1,2,3,3,4.9,3
Ba Đình,9,8,Hồ Chí Minh,20.0,1,2,2,2,2.65,3
Nguyễn Thị Thảnh,Thới Tam Thôn,Hóc Môn,Hồ Chí Minh,90.0,1,3,4,2,6.4,3
Bạch Đằng,2,Tân Bình,Hồ Chí Minh,73.0,1,8,7,4,13.8,3
Bùi Đình Tuý,12,Bình Thạnh,Hồ Chí Minh,72.0,1,2,2,2,9.6,3
Số 4,16,Gò Vấp,Hồ Chí Minh,70.0,1,2,2,2,7.95,1
Phan Huy Ích,15,Tân Bình,Hồ Chí Minh,64.0,1,3,7,2,7.8,3
Nguyễn Thái Bình,12,Tân Bình,Hồ Chí Minh,38.0,1,3,2,2,5.35,3
Số 8,Bình Hưng Hoà B,Bình Tân,Hồ Chí Minh,73.0,1,4,2,2,5.09,3
Số 37,Tân Quy,7,Hồ Chí Minh,82.0,1,3,3,2,13.8,1
Đs 2 Thống Nhất,16,Gò Vấp,Hồ Chí Minh,60.0,1,4,3,4,6.95,3
Tô Hiệu,Phú Thạnh,Tân Phú,Hồ Chí Minh,68.0,1,4,3,4,6.95,3
Nguyễn Thị Kiêu,Thới An,12,Hồ Chí Minh,56.0,1,4,3,3,5.95,3
Nguyễn Văn Trỗi,10,Phú Nhuận,Hồ Chí Minh,80.0,1,11,7,6,14.0,3
Nguyễn Văn Bứa,Xuân Thới Thượng,Hóc Môn,Hồ Chí Minh,40.0,1,3,2,2,1.295,1
Trần Văn Dư,13,Tân Bình,Hồ Chí Minh,15.0,1,2,4,3,2.99,3
Bến Vân Đồn,2,4,Hồ Chí Minh,30.0,1,3,4,3,3.99,3
Trần Phú,4,5,Hồ Chí Minh,60.0,1,3,4,2,6.57,3
Số 62,Tân Kiểng,7,Hồ Chí Minh,80.0,1,8,7,2,14.5,1
Lâm Văn Bền,Tân Kiểng,7,Hồ Chí Minh,95.0,1,3,2,1,8.5,3
Lê Văn Sỹ,2,Tân Bình,Hồ Chí Minh,58.0,1,2,1,4,7.5,1
Số 9,16,Gò Vấp,Hồ Chí Minh,120.0,1,6,2,4,15.0,3
Phạm Thế Hiển,6,8,Hồ Chí Minh,20.0,4,1,1,1,1.5,3
Hòa Hưng,13,10,Hồ Chí Minh,42.0,1,2,2,2,6.4,3
Đỗ Thúc Tịnh,12,Gò Vấp,Hồ Chí Minh,65.5,1,4,5,4,10.5,3
Tây Lân,Tân Tạo,Bình Tân,Hồ Chí Minh,52.0,1,4,3,5,6.4,3
Quốc Lộ 13,Minh Hưng,Chơn Thành,Bình Phước,70.0,3,2,2,1,0.85,1
Cách Mạng Tháng 8,15,10,Hồ Chí Minh,25.0,1,3,3,4,4.6,3
Đương Huyện 9,Tân Bình,Vĩnh Cửu,Đồng Nai,92.0,1,2,2,2,1.35,3
Số 5,Phong Phú,Bình Chánh,Hồ Chí Minh,175.5,1,8,7,2,20.55,2
Hồ Văn Long,Bình Hưng Hoà B,Bình Tân,Hồ Chí Minh,162.0,1,2,2,1,8.6,3
Dt 743,Phú Riềng,Phú Riềng,Bình Phước,110.0,1,2,2,4,2.7,3
Tỉnh 57B,Long Hòa,Bình Đại,Bến Tre,174.0,1,3,1,1,1.05,3
Số 13,Bình Hưng Hòa,Bình Tân,Hồ Chí Minh,110.0,1,2,2,2,10.8,1
Tân Chánh Hiệp 7,Tân Chánh Hiệp,12,Hồ Chí Minh,75.0,1,5,6,6,7.99,3
Lũy Bán Bích,Hòa Thạnh,Tân Phú,Hồ Chí Minh,68.0,1,4,4,3,6.3,3
Nguyễn Đình Chiểu,4,3,Hồ Chí Minh,30.0,1,3,3,5,7.5,3
Số 5,Bình Hưng Hòa,Bình Tân,Hồ Chí Minh,48.0,1,2,4,3,4.55,3
Lê Trọng Tấn,Bình Hưng Hoà B,Bình Tân,Hồ Chí Minh,64.0,1,3,2,2,5.0,3
Lũy Bán Bích,Hiệp Tân,Tân Phú,Hồ Chí Minh,29.0,1,2,2,2,3.45,3
Tân Kỳ Tân Quý,Sơn Kỳ,Tân Phú,Hồ Chí Minh,56.0,1,3,2,2,4.0,3
Đất Thánh,6,Tân Bình,Hồ Chí Minh,18.0,1,3,2,2,1.6,3
Đặng Thúc Vịnh,Thới Tam Thôn,Hóc Môn,Hồ Chí Minh,85.0,1,2,2,2,3.5,3
Trần Thị Năm,Tân Chánh Hiệp,12,Hồ Chí Minh,135.0,1,2,4,4,12.98,1
Hồ Đắc Di,Tây Thạnh,Tân Phú,Hồ Chí Minh,100.0,1,10,2,5,16.6,3
Số 51,14,Gò Vấp,Hồ Chí Minh,68.0,1,4,2,2,7.19,3
Nguyễn Hữu Dật,Tây Thạnh,Tân Phú,Hồ Chí Minh,64.0,1,2,2,3,5.6,3
Xuân Định,Xuân Bảo,Cẩm Mỹ,Đồng Nai,489.3999,1,3,2,1,2.2,1
Lý Thường Kiệt,14,10,Hồ Chí Minh,57.0,1,7,4,5,13.5,3
Số 7,3,Gò Vấp,Hồ Chí Minh,41.0,1,2,3,2,4.25,3
Trần Văn Trà,Phú Đông,Nhơn Trạch,Đồng Nai,94.0,1,4,2,2,3.08,3
Phan Đình Phùng,17,Phú Nhuận,Hồ Chí Minh,15.0,1,2,3,3,3.9,3
Nguyễn Tất Thành,13,4,Hồ Chí Minh,10.0,1,1,2,2,1.4,3
Nguyễn Văn Quỳ,Phú Thuận,7,Hồ Chí Minh,37.0,1,3,4,3,4.85,3
Châu Thị Hóa,4,8,Hồ Chí Minh,106.0,1,4,5,4,22.0,1
Mễ Cốc,15,8,Hồ Chí Minh,23.0,4,2,2,2,2.25,4
Nguyễn Thị Thập,Bình Thuận,7,Hồ Chí Minh,21.0,4,3,1,3,1.69,3
Lê Thị Ngay,Vĩnh Lộc A,Bình Chánh,Hồ Chí Minh,75.0,4,2,2,1,1.95,3
Dạ Nam,2,8,Hồ Chí Minh,66.0,1,2,3,2,6.5,3
Tạ Quang Bửu,3,8,Hồ Chí Minh,35.0,1,4,4,4,6.7,1
Thiên Phước,15,11,Hồ Chí Minh,72.0,1,6,7,5,24.2,1
Thống Nhất,11,Gò Vấp,Hồ Chí Minh,90.0,1,4,7,4,8.0,3
Nguyễn Cư Trinh,Nguyễn Cư Trinh,1,Hồ Chí Minh,25.3999,1,2,2,2,4.2,3
Huyện Lộ 22,An Định,Mỏ Cày Nam,Bến Tre,79.0,1,2,2,1,2.8,1
Mai Xuân Thưởng,2,6,Hồ Chí Minh,60.0,1,4,2,2,8.6,3
Số 16,Bình Hưng Hoà A,Bình Tân,Hồ Chí Minh,32.0,1,3,2,2,1.65,3
Nguyễn Xí,26,Bình Thạnh,Hồ Chí Minh,55.0,1,5,7,4,7.75,3
Huỳnh Văn Gấm,Tân Quý,Tân Phú,Hồ Chí Minh,197.0,1,3,4,4,22.5,1
Lê Đình Cẩn,Tân Tạo,Bình Tân,Hồ Chí Minh,126.0,1,4,3,2,6.3,3
Hà Huy Giáp,Thạnh Xuân,12,Hồ Chí Minh,31.0,4,2,2,2,1.29,1
Nguyễn Văn Khối,8,Gò Vấp,Hồ Chí Minh,60.0,1,3,3,3,5.9,3
Xuân Thới Thượng 53,Xuân Thới Thượng,Hóc Môn,Hồ Chí Minh,80.0,1,3,2,2,4.3,3
Nguyễn Kiệm,9,Phú Nhuận,Hồ Chí Minh,47.0,1,2,2,2,6.2,3
Bà Hạt,4,10,Hồ Chí Minh,42.0,1,4,2,2,5.3,3
Hoàng Bật Đạt,15,Tân Bình,Hồ Chí Minh,44.4,1,4,5,3,6.2,3
Nguyễn Công Hoan,7,Phú Nhuận,Hồ Chí Minh,41.4,1,3,4,4,9.2,3
Chợ Hóc Môn,Thới Tam Thôn,Hóc Môn,Hồ Chí Minh,21.0,4,2,2,2,0.85,3
Nguyễn Văn Quá,Tân Hưng Thuận,12,Hồ Chí Minh,23.5,1,2,2,1,2.35,3
Châu Văn Liêm,11,5,Hồ Chí Minh,56.0,1,10,5,6,23.0,1
Hưng Phú,10,8,Hồ Chí Minh,36.0,1,4,3,4,6.18,3
Tân Xuân 4,Tân Xuân,Hóc Môn,Hồ Chí Minh,90.0,1,1,1,1,3.95,3
Hoa Cau,1,Phú Nhuận,Hồ Chí Minh,65.0,1,5,7,5,22.9,1
Hoàng Xuân Nhị,Phú Trung,Tân Phú,Hồ Chí Minh,37.0,1,4,4,4,5.7,3
Quốc Lộ 13,26,Bình Thạnh,Hồ Chí Minh,133.8999,1,1,3,2,24.0,1
T T Nhất 8,Tân Thới Nhất,12,Hồ Chí Minh,70.0,1,3,4,2,4.89,3
Thiện Tân,Thiện Tân,Vĩnh Cửu,Đồng Nai,100.0,6,2,1,2,0.7,3
Lê Tấn Bê,An Lạc,Bình Tân,Hồ Chí Minh,99.0,1,4,3,2,6.5,1
Số 8,Bình Hưng Hòa,Bình Tân,Hồ Chí Minh,105.0,1,1,1,1,10.2,1
Trần Văn Giàu,Phạm Văn Hai,Bình Chánh,Hồ Chí Minh,165.0,1,9,7,1,2.69,3
Hương Lộ 5,Phước Tỉnh,Long Điền,Bà Rịa - Vũng Tàu,184.0,1,2,1,4,5.9,1
Hoàng Quốc Việt,Phú Mỹ,7,Hồ Chí Minh,72.0,4,2,1,1,1.65,1
Huyền Quang,Tân Định,1,Hồ Chí Minh,33.0,1,11,1,1,13.0,1
Lý Thái Tổ,Phú Thạnh,Nhơn Trạch,Đồng Nai,109.0,1,1,2,2,3.3,3
Liên Xã,Đắk N'Dung,Đắk Song,Đắk Nông,1700.0,1,4,3,4,1.9,1
Cư Xá Lữ Gia,15,11,Hồ Chí Minh,56.0,1,5,4,4,15.5,3
Đông Hưng Thuận 19,Đông Hưng Thuận,12,Hồ Chí Minh,111.0,1,8,7,1,6.1,3
Nguyễn Sơn,Phú Thọ Hòa,Tân Phú,Hồ Chí Minh,36.0,1,3,3,3,5.6,1
Đoàn Văn Bơ,10,4,Hồ Chí Minh,170.0,1,9,7,2,14.9,3
Nguyễn Văn Linh,7,8,Hồ Chí Minh,80.0,1,1,5,1,4.39,1
Số 1,15,Gò Vấp,Hồ Chí Minh,49.0,1,4,4,3,7.59,1
Lê Văn Khương,Tân Thới Hiệp,12,Hồ Chí Minh,73.0,1,3,3,2,4.4,3
Số 14B,Bình Hưng Hoà A,Bình Tân,Hồ Chí Minh,48.0,1,3,2,2,4.29,3
Hoàng Văn Thụ,9,Phú Nhuận,Hồ Chí Minh,16.0,1,2,2,2,1.95,3
Trần Thủ Độ,Phú Thạnh,Tân Phú,Hồ Chí Minh,60.0,1,4,3,4,6.2,3
Nguyễn Sơn,Phú Thạnh,Tân Phú,Hồ Chí Minh,72.0,1,5,5,4,12.8,3
Lương Ngọc Quyến,5,Gò Vấp,Hồ Chí Minh,40.0,1,2,2,4,4.6,3
Phú ThuậN,Phú Thuận,7,Hồ Chí Minh,18.0,1,2,2,1,1.2,3
Trần Quý Cáp,11,Bình Thạnh,Hồ Chí Minh,94.0998,1,4,6,2,23.3,1
Nguyễn Thị Nhỏ,16,11,Hồ Chí Minh,150.0,1,11,3,4,23.9,1
Tân Chánh Hiệp 17,Tân Chánh Hiệp,12,Hồ Chí Minh,60.0,1,3,4,4,6.8,1
Nguyễn Trãi,11,5,Hồ Chí Minh,37.0,1,6,7,6,25.0,1
Tân Sơn Nhì,Tân Quý,Tân Phú,Hồ Chí Minh,60.0,1,3,3,3,8.9,1
Quốc Lộ 14,Nhân Cơ,Đắk R'Lấp,Đắk Nông,240.0,1,1,2,4,3.1,1
Huỳnh Tấn Phát,Tân Thuận Tây,7,Hồ Chí Minh,50.0,1,3,2,2,5.0,3
Bàu Cát 2,14,Tân Bình,Hồ Chí Minh,64.75,1,2,1,1,15.0,1
Kỳ Ðồng,9,3,Hồ Chí Minh,37.0,1,3,4,3,6.5,3
Lũy Bán Bích,Tân Thới Hòa,Tân Phú,Hồ Chí Minh,18.0,4,2,3,3,1.05,3
Số 15A,Bình Trị Đông B,Bình Tân,Hồ Chí Minh,80.0,1,4,4,4,13.0,1
Tân Thới Hiệp 21,Tân Thới Hiệp,12,Hồ Chí Minh,109.0,1,3,3,2,5.4,3
Bàu Lách,Phạm Văn Cội,Củ Chi,Hồ Chí Minh,1024.0,1,3,3,4,6.888888888,2
Thành Thái,14,10,Hồ Chí Minh,55.0,1,2,2,2,10.95,3
Dân Cư 01,Núi Voi,Tịnh Biên,An Giang,74.0,1,1,1,4,0.308888888,3
Ðề Thám,Cầu Ông Lãnh,1,Hồ Chí Minh,76.62,1,3,2,1,33.0,1
Gò Xoài,Bình Hưng Hoà A,Bình Tân,Hồ Chí Minh,163.0,1,3,3,2,23.0,1
Lê Văn Phan,Phú Thọ Hòa,Tân Phú,Hồ Chí Minh,44.0,1,3,3,4,8.4,1
Lương Thế Vinh,Hiệp Tân,Tân Phú,Hồ Chí Minh,73.5,1,6,5,4,8.8,4
Nguyễn Xí,13,Bình Thạnh,Hồ Chí Minh,52.0,1,4,3,2,8.98,3
Huỳnh Mẫn Đạt,19,Bình Thạnh,Hồ Chí Minh,43.5,1,4,3,2,7.5,3
Số 3,9,Gò Vấp,Hồ Chí Minh,54.0,1,4,5,4,6.15,3
Âu Cơ,Tân Thành,Tân Phú,Hồ Chí Minh,36.0,1,3,3,3,4.55,3
C3 Phạm Hùng,Bình Hưng,Bình Chánh,Hồ Chí Minh,32.0,4,2,2,1,3.2,1
Cách Mạng Tháng 8,5,Tân Bình,Hồ Chí Minh,52.0,1,3,4,2,6.5,3
Hoàng Hoa Thám,13,Tân Bình,Hồ Chí Minh,72.0,1,5,4,3,11.5,3
Bùi Minh Trực,5,8,Hồ Chí Minh,60.0,1,3,4,5,7.999,3
Thạnh Lộc 31,Thạnh Lộc,12,Hồ Chí Minh,48.0,1,2,3,2,4.53,3
Số 24,Bình Hưng Hoà A,Bình Tân,Hồ Chí Minh,48.0,1,3,4,2,4.5,1
Nguyễn Phúc Nguyên,12,3,Hồ Chí Minh,21.0,1,4,5,5,7.8,1
Cù Lao,2,Phú Nhuận,Hồ Chí Minh,13.0,1,2,2,3,4.5,3
Lê Thị Hà,Tân Xuân,Hóc Môn,Hồ Chí Minh,20.0,1,2,1,1,0.73,1
Quang Trung,3,Gò Vấp,Hồ Chí Minh,45.0,1,4,4,3,5.5,3
Giang Điền,Giang Điền,Trảng Bom,Đồng Nai,140.0,1,3,1,1,1.75,3
Dương Tự Quán,An Lạc A,Bình Tân,Hồ Chí Minh,57.4,1,2,2,1,6.9,1
Mai Xuân Thưởng,4,6,Hồ Chí Minh,22.0,1,2,2,2,2.5,3
Lê Trọng Tấn,Tây Thạnh,Tân Phú,Hồ Chí Minh,42.0,1,2,2,2,5.79,3
Huyện 706,Long Tân,Dầu Tiếng,Bình Dương,182.0,1,2,1,4,1.5,1
An Phước,An Ngãi,Long Điền,Bà Rịa - Vũng Tàu,290.0,1,2,1,4,3.3,1
Lê Văn Sỹ,13,3,Hồ Chí Minh,186.0,1,6,3,3,39.5,2
Trung Đông 6,Thới Tam Thôn,Hóc Môn,Hồ Chí Minh,27.0,4,2,2,2,1.29,1
Số 4,Bình Hưng Hoà A,Bình Tân,Hồ Chí Minh,50.0,1,2,2,2,3.15,3
Số 14,8,Gò Vấp,Hồ Chí Minh,60.0,1,4,6,3,7.0,3
Hương Lộ 3,Bình Hưng Hòa,Bình Tân,Hồ Chí Minh,80.0,1,6,5,4,8.0,3
Lý Chiêu Hoàng,10,6,Hồ Chí Minh,28.0,1,3,3,2,3.6,3
Thạnh Lộc 47,Thạnh Lộc,12,Hồ Chí Minh,55.0,1,4,3,3,4.75,3
Số 15,Bình Hưng Hòa,Bình Tân,Hồ Chí Minh,32.0,1,2,2,1,1.84,3
Thới An 10,Thới An,12,Hồ Chí Minh,50.0,1,2,2,1,3.6,1
Võ Thị Sáu,Phước Hội,Đất Đỏ,Bà Rịa - Vũng Tàu,330.0,1,3,2,1,3.0,1
Số 29,Tân Kiểng,7,Hồ Chí Minh,18.0,3,2,1,1,1.55,3
Phạm Văn Hai,5,Tân Bình,Hồ Chí Minh,57.0,1,2,1,2,7.3,3
Cách Mạng Tháng Tám,11,3,Hồ Chí Minh,10.0,1,2,2,4,1.94,3
Kinh Trung Ương,Vĩnh Lộc A,Bình Chánh,Hồ Chí Minh,80.0,4,4,5,2,2.42,2
Quốc Lộ 50,Đa Phước,Bình Chánh,Hồ Chí Minh,66.0,1,4,3,2,2.0,1
Trương Đăng Quế,3,Gò Vấp,Hồ Chí Minh,43.0,1,2,2,2,4.8,3
Nguyễn Ảnh Thủ,Tân Chánh Hiệp,12,Hồ Chí Minh,110.0,1,5,4,4,13.85,1
Đông Hòa 7,Đông Hoà,Trảng Bom,Đồng Nai,201.0,1,5,7,4,6.45,1
Nguyễn Văn Bứa,Xuân Thới Sơn,Hóc Môn,Hồ Chí Minh,10.0,1,3,2,1,0.415,3
Quốc Lộ 50,Bình Hưng,Bình Chánh,Hồ Chí Minh,24.0,6,2,1,1,0.98,3
Đoàn Văn Bơ,14,4,Hồ Chí Minh,77.0,1,4,3,4,6.0,3
Tân Xuân 1,Tân Xuân,Hóc Môn,Hồ Chí Minh,70.0,1,3,2,1,3.9,3
Bùi Minh Trực,6,8,Hồ Chí Minh,76.0,1,3,4,3,9.49,1
Nguyễn Thị Đặng,Hiệp Thành,12,Hồ Chí Minh,63.0,1,4,3,3,5.89,3
Lê Văn Thọ,11,Gò Vấp,Hồ Chí Minh,110.0,1,10,7,4,10.6,3
Số 3,Tân Hiệp,Long Thành,Đồng Nai,246.6999,1,3,2,4,2.4,3
Số 6,6,Gò Vấp,Hồ Chí Minh,18.0,1,2,4,2,2.58,3
Minh Phụng,9,11,Hồ Chí Minh,47.5998,1,3,4,4,7.1,3
Quốc Lộ 26,Ea Hiu,Krông Pắc,Đắk Lắk,944.0,1,3,1,4,1.2,1
Quốc Lộ 27,Yang Reh,Krông Bông,Đắk Lắk,560.0,1,2,1,4,1.15,1
Tên Lửa,Bình Trị Đông B,Bình Tân,Hồ Chí Minh,192.0,1,3,4,4,25.0,1
Trần Xuân Soạn,Tân Thuận Tây,7,Hồ Chí Minh,88.0,1,3,2,1,6.9,3
Số 51,Tân Tạo,Bình Tân,Hồ Chí Minh,98.0,1,2,2,2,8.4,1
Phạm Văn Bạch,12,Gò Vấp,Hồ Chí Minh,42.0,1,5,5,5,12.6,1
Đặng Văn Ngữ,13,Phú Nhuận,Hồ Chí Minh,45.0,1,5,3,5,9.3,3
Văn Thân,8,6,Hồ Chí Minh,42.0,1,2,2,2,3.95,3
Trần Hưng Đạo,Tân Thành,Tân Phú,Hồ Chí Minh,76.0,1,7,7,5,14.8,1
Nguyễn Chí Thanh,4,10,Hồ Chí Minh,18.0,1,2,3,3,3.1,3
Thích Bửu Đăng,1,Gò Vấp,Hồ Chí Minh,12.0,4,1,2,2,0.955,3
Trần Kế Xương,7,Phú Nhuận,Hồ Chí Minh,27.0,1,3,3,2,5.6,3
Lê Văn Thọ,16,Gò Vấp,Hồ Chí Minh,57.0,1,2,1,1,4.9,3
Bình Long,Sơn Kỳ,Tân Phú,Hồ Chí Minh,180.0,1,11,7,4,23.0,1
Xóm Rẫy,Thạnh Phú,Vĩnh Cửu,Đồng Nai,121.0,1,3,2,1,2.15,3
Lê Thị Vui,Phước Hiệp,Củ Chi,Hồ Chí Minh,135.0,1,4,2,2,1.79,3
Mai Thị Buội,Phước Vĩnh An,Củ Chi,Hồ Chí Minh,168.0,1,3,2,2,1.85,1
Đông Hưng Thuận 17,Đông Hưng Thuận,12,Hồ Chí Minh,40.0,1,2,1,1,1.72,3
Lam Sơn,2,Tân Bình,Hồ Chí Minh,90.0,1,3,3,4,13.9,3
Nguyễn Biểu,1,5,Hồ Chí Minh,77.0,1,6,6,6,28.6,1
Số 6,Bình Hưng Hòa,Bình Tân,Hồ Chí Minh,88.0,1,3,2,2,6.65,1
Bùi Đình Tuý,14,Bình Thạnh,Hồ Chí Minh,50.0,1,3,3,2,7.1,3
Trần Thanh Mại,Tân Tạo A,Bình Tân,Hồ Chí Minh,55.0,1,4,4,1,2.8,3
Cây Cám,Vĩnh Lộc B,Bình Chánh,Hồ Chí Minh,48.0,3,2,2,1,2.25,3
Lê Đại Hành,11,11,Hồ Chí Minh,67.0,1,4,3,2,7.3,3
Huỳnh Tấn Phát,Tân Thuận Đông,7,Hồ Chí Minh,15.0,1,1,1,2,1.68,3
Số 21,Phong Phú,Bình Chánh,Hồ Chí Minh,273.0,1,6,7,4,29.0,1
Nguyễn Duy Dương,4,10,Hồ Chí Minh,54.0,1,5,5,4,13.6,3
Số 1A,Bình Hưng Hoà A,Bình Tân,Hồ Chí Minh,40.0,1,4,4,2,5.55,1
Huỳnh Văn Bánh,15,Phú Nhuận,Hồ Chí Minh,30.0,1,3,4,3,4.0,3
3 Tháng 2,14,10,Hồ Chí Minh,77.0,1,5,6,4,16.8,3
Phạm Đăng Giảng,Bình Hưng Hòa,Bình Tân,Hồ Chí Minh,42.0,1,2,4,1,4.6,3
Trần Nhật Duật,Tân Định,1,Hồ Chí Minh,56.0,1,5,4,4,24.5,1
Trương Minh Ký,15,Gò Vấp,Hồ Chí Minh,58.0,1,3,1,2,3.88,3
Trần Văn Kỷ,14,Bình Thạnh,Hồ Chí Minh,51.0,1,3,2,2,6.5,1
Số 18D,Bình Hưng Hoà A,Bình Tân,Hồ Chí Minh,56.0,1,2,3,2,4.85,1
Trần Quang Cơ,Hiệp Thành,12,Hồ Chí Minh,74.0,1,4,4,3,8.49,1
Đoàn Văn Bơ,13,4,Hồ Chí Minh,173.0,1,9,7,2,14.9,3
Tân Thới Hiệp 21,Tân Thới Hiệp,12,Hồ Chí Minh,189.0,1,2,3,2,14.5,1
Thích Quảng Đức,5,Phú Nhuận,Hồ Chí Minh,50.0,1,4,4,3,8.6,3
Hậu Giang,11,6,Hồ Chí Minh,35.7,1,2,2,2,3.95,3
Nghĩa Phát,6,Tân Bình,Hồ Chí Minh,58.5,1,11,2,2,12.5,3
Xuân Thới Thượng,Xuân Thới Thượng,Hóc Môn,Hồ Chí Minh,60.0,1,2,2,1,2.09,3
Lý Chính Thắng,5,3,Hồ Chí Minh,51.0,1,3,3,3,5.28,1
Hoàng Hoa Thám,5,Bình Thạnh,Hồ Chí Minh,36.0,1,5,4,4,6.7,3
Trần Đình Xu,Cầu Ông Lãnh,1,Hồ Chí Minh,18.1,1,1,2,2,2.5,3
Trần Bình Trọng,5,Bình Thạnh,Hồ Chí Minh,120.0,1,11,7,8,24.0,3
Quốc Lộ 1,Tân Đức,Hàm Tân,Bình Thuận,1000.0,1,1,1,4,1.1,1
Võ Văn Vân,Phạm Văn Hai,Bình Chánh,Hồ Chí Minh,100.0,1,4,5,3,7.1,4
Vườn Chuối,4,3,Hồ Chí Minh,17.0,1,1,4,5,4.25,3
Lý Chính Thắng,Võ Thị Sáu,3,Hồ Chí Minh,21.0,1,3,3,4,4.75,3
Nguyễn Thị Đặng,Tân Thới Hiệp,12,Hồ Chí Minh,62.5,1,4,3,3,5.95,3
Nguyễn Đình Chiểu,2,3,Hồ Chí Minh,34.0,1,4,4,4,8.6,3
An Bình,6,5,Hồ Chí Minh,72.75,1,5,2,3,8.6,3
Xã Phước Thuận,Phước Thuận,Xuyên Mộc,Bà Rịa - Vũng Tàu,525.0,3,4,3,4,65.8,2
Thuở Đat 259,Quang Trung,Thống Nhất,Đồng Nai,838.0,1,4,2,1,4.7,1
Trần Văn Khánh,Tân Thuận Đông,7,Hồ Chí Minh,48.0,1,2,2,1,5.5,3
Lê Đức Thọ,6,Gò Vấp,Hồ Chí Minh,69.0,1,5,6,4,10.85,3
Trịnh Đình Trọng,Hòa Thạnh,Tân Phú,Hồ Chí Minh,56.0,1,4,4,4,13.2,1
Tân Hòa Đông,Bình Trị Đông,Bình Tân,Hồ Chí Minh,64.0,1,3,3,1,5.0,3
Phạm Huy Thông,7,Gò Vấp,Hồ Chí Minh,105.0,1,11,2,2,19.8,3
Nguyễn Ngọc Lộc,14,10,Hồ Chí Minh,33.0,1,4,4,5,8.6,3
Huỳnh Văn Bánh,11,Phú Nhuận,Hồ Chí Minh,34.0,1,2,2,2,6.25,3
Mã Lò,Bình Hưng Hoà A,Bình Tân,Hồ Chí Minh,48.0,1,3,2,2,3.35,3
Thích Quảng Đức,11,Phú Nhuận,Hồ Chí Minh,50.0,1,4,5,3,8.6,3
Hiệp Thành 17,Hiệp Thành,12,Hồ Chí Minh,42.0,1,4,3,2,4.5,3
Nguyễn Hải,An Phước,Long Thành,Đồng Nai,120.0,1,3,3,2,5.8,4
Thạnh Lộc 51,Thạnh Lộc,12,Hồ Chí Minh,52.0,4,3,2,1,1.72,3
Ngô Tất Tố,21,Bình Thạnh,Hồ Chí Minh,33.0,1,2,2,2,5.999999999,3
